Station,Date,Daily_Entry,Daily_Exit	
TWENTY THIRD ST,07/31/2020,1307,1294	
TWENTY THIRD ST,08/01/2020,1367,14424	
TWENTY THIRD ST,08/02/2020,522,775	
TWENTY THIRD ST,08/03/2020,1300,1692	
TWENTY THIRD ST,08/04/2020,-8836,-155	
TWENTY THIRD ST,08/05/2020,11271,3575	
TWENTY THIRD ST,08/06/2020,-90924,-4373	
TWENTY THIRD ST,08/07/2020,77602,-425437	
TWENTY THIRD ST,08/15/2020,25698,445673	
TWENTY THIRD ST,08/16/2020,-26639,-683478	
TWENTY THIRD ST,08/17/2020,28520,686019	
TWENTY THIRD ST,08/18/2020,-151608,-1994	
TWENTY THIRD ST,08/19/2020,154615,5871	
TWENTY THIRD ST,08/20/2020,1574,2086	
TWENTY THIRD ST,08/21/2020,-10149,-441566	
TWENTY THIRD ST,08/22/2020,12555,444852	
TWENTY THIRD ST,08/23/2020,-26512,-685826	
TWENTY THIRD ST,08/24/2020,28618,688610	
TWENTY THIRD ST,08/25/2020,-15629,-256	
TWENTY THIRD ST,08/26/2020,1644,2132	
TWENTY THIRD ST,08/27/2020,18664,4216	
TWENTY THIRD ST,08/28/2020,-28065,-444848	
TWENTY THIRD ST,08/29/2020,12443,445614	
TWENTY THIRD ST,08/30/2020,-93021,-5881	
TWENTY THIRD ST,08/31/2020,94411,8721	
TWENTY THIRD ST,09/01/2020,-59203,-872723	
TWENTY THIRD ST,09/02/2020,61915,876852	
TWENTY THIRD ST,09/03/2020,1677,2070	
TWENTY THIRD ST,09/04/2020,-10052,-443460	
TWENTY THIRD ST,09/05/2020,12606,446902	
TWENTY THIRD ST,09/06/2020,-92992,-5925	
TWENTY THIRD ST,09/07/2020,94460,8070	
TWENTY THIRD ST,09/08/2020,1715,2142	
TWENTY THIRD ST,09/09/2020,1738,2262	
TWENTY THIRD ST,09/10/2020,-158151,-2190	
TWENTY THIRD ST,09/11/2020,149607,-440071	
TWENTY THIRD ST,09/12/2020,12799,448233	
TWENTY THIRD ST,09/13/2020,-93181,-5937	
TWENTY THIRD ST,09/14/2020,95795,9271	
TWENTY THIRD ST,09/15/2020,1520,2372	
TWENTY THIRD ST,09/16/2020,1707,2367	
TWENTY THIRD ST,09/17/2020,-160464,-2118	
TWENTY THIRD ST,09/18/2020,152283,-441093	
TWENTY THIRD ST,09/19/2020,12928,449729	
TWENTY THIRD ST,09/20/2020,-93757,-6045	
TWENTY THIRD ST,09/21/2020,96182,9447	
TWENTY THIRD ST,09/22/2020,1871,2442	
TWENTY THIRD ST,09/23/2020,1901,2490	
TWENTY THIRD ST,09/24/2020,1898,2418	
TWENTY THIRD ST,09/25/2020,13273,17353	
TWENTY THIRD ST,10/03/2020,-10554,-448941	
TWENTY THIRD ST,10/04/2020,-95244,-6408	
TWENTY THIRD ST,10/05/2020,97763,9722	
TWENTY THIRD ST,10/06/2020,-4287,1593	
TWENTY THIRD ST,10/07/2020,8216,3225	
TWENTY THIRD ST,10/08/2020,-167900,-2754	
TWENTY THIRD ST,10/09/2020,171942,7138	
TWENTY THIRD ST,10/10/2020,1241,1538	
TWENTY THIRD ST,10/11/2020,-95676,-6530	
TWENTY THIRD ST,10/12/2020,97761,9230	
TWENTY THIRD ST,10/13/2020,1914,2277	
TWENTY THIRD ST,10/14/2020,2035,2405	
TWENTY THIRD ST,10/15/2020,-171030,-2299	
TWENTY THIRD ST,10/16/2020,174879,7011	
TWENTY THIRD ST,10/17/2020,1343,1578	
TWENTY THIRD ST,10/18/2020,-96101,-6560	
TWENTY THIRD ST,10/19/2020,98882,9946	
TWENTY THIRD ST,10/20/2020,1933,2350	
TWENTY THIRD ST,10/21/2020,1965,2402	
TWENTY THIRD ST,10/22/2020,-173919,-2201	
TWENTY THIRD ST,10/23/2020,-286199,-52973	
TWENTY THIRD ST,10/24/2020,465446,62337	
TWENTY THIRD ST,10/25/2020,-96642,-6671	
TWENTY THIRD ST,10/26/2020,-245106,-3035	
TWENTY THIRD ST,10/27/2020,346290,15741	
TWENTY THIRD ST,10/28/2020,1911,2460	
TWENTY THIRD ST,10/29/2020,1709,2267	
TWENTY THIRD ST,10/30/2020,-464155,-58691	
TWENTY THIRD ST,10/31/2020,368949,54623	
TWENTY THIRD ST,11/01/2020,71119,-710376	
TWENTY THIRD ST,11/02/2020,29537,721727	
TWENTY THIRD ST,11/03/2020,1626,2127	
TWENTY THIRD ST,11/04/2020,1617,2143	
TWENTY THIRD ST,11/05/2020,1899,2505	
TWENTY THIRD ST,11/06/2020,-16108,510	
TWENTY THIRD ST,11/07/2020,19271,3817	
TWENTY THIRD ST,11/08/2020,-26972,-725018	
TWENTY THIRD ST,11/09/2020,29721,728549	
TWENTY THIRD ST,11/10/2020,2004,2688	
TWENTY THIRD ST,11/11/2020,1616,2177	
TWENTY THIRD ST,11/12/2020,1866,2502	
TWENTY THIRD ST,11/13/2020,-19497,85	
TWENTY THIRD ST,11/14/2020,22718,4058	
TWENTY THIRD ST,11/15/2020,-27136,-724923	
TWENTY THIRD ST,11/16/2020,29692,728281	
TWENTY THIRD ST,11/17/2020,1903,2390	
TWENTY THIRD ST,11/18/2020,1829,2494	
TWENTY THIRD ST,11/19/2020,-24166,-77347	
UNION ST,01/01/2020,2655,2309	
UNION ST,01/02/2020,6806,5263	
UNION ST,01/03/2020,7395,5660	
UNION ST,01/04/2020,4601,3798	
UNION ST,01/05/2020,3448,3053	
UNION ST,01/06/2020,7374,5458	
UNION ST,01/07/2020,7832,6034	
UNION ST,01/08/2020,7819,5704	
UNION ST,01/09/2020,7956,5790	
UNION ST,01/10/2020,7994,5836	
UNION ST,01/11/2020,4802,3995	
UNION ST,01/12/2020,3447,3037	
UNION ST,01/13/2020,7462,5442	
UNION ST,01/14/2020,7661,5873	
UNION ST,01/15/2020,7891,5905	
UNION ST,01/16/2020,8268,6152	
UNION ST,01/17/2020,7884,5840	
UNION ST,01/18/2020,4608,3758	
UNION ST,01/19/2020,3723,3247	
UNION ST,01/20/2020,5141,4127	
UNION ST,01/21/2020,7753,5821	
UNION ST,01/22/2020,7903,5818	
UNION ST,01/23/2020,7701,5751	
UNION ST,01/24/2020,7768,6123	
UNION ST,01/25/2020,4375,3765	
UNION ST,01/26/2020,3483,2918	
UNION ST,01/27/2020,7415,5558	
UNION ST,01/28/2020,7779,5875	
UNION ST,01/29/2020,7965,5924	
UNION ST,01/30/2020,7733,5833	
UNION ST,01/31/2020,7944,5867	
UNION ST,02/01/2020,4863,3813	
UNION ST,02/02/2020,3594,2869	
UNION ST,02/03/2020,7357,5660	
UNION ST,02/04/2020,7662,6115	
UNION ST,02/05/2020,7919,6127	
UNION ST,02/06/2020,7916,5737	
UNION ST,02/07/2020,7948,5729	
UNION ST,02/08/2020,4962,3938	
UNION ST,02/09/2020,3609,3046	
UNION ST,02/10/2020,7529,5591	
UNION ST,02/11/2020,7602,5617	
UNION ST,02/12/2020,7826,5826	
UNION ST,02/13/2020,7986,5978	
UNION ST,02/14/2020,8057,5937	
UNION ST,02/15/2020,4637,3880	
UNION ST,02/16/2020,3723,3194	
UNION ST,02/17/2020,4563,3608	
UNION ST,02/18/2020,6983,5426	
UNION ST,02/19/2020,7293,5338	
UNION ST,02/20/2020,7289,5590	
UNION ST,02/21/2020,6969,5544	
UNION ST,02/22/2020,1459,2751	
UNION ST,02/23/2020,1092,1913	
UNION ST,02/24/2020,7318,5489	
UNION ST,02/25/2020,7884,5907	
UNION ST,02/26/2020,7809,5878	
UNION ST,02/27/2020,8072,5932	
UNION ST,02/28/2020,7666,5787	
UNION ST,02/29/2020,1537,2657	
UNION ST,03/01/2020,1160,2014	
UNION ST,03/02/2020,7301,5647	
UNION ST,03/03/2020,7725,5789	
UNION ST,03/04/2020,7665,5743	
UNION ST,03/05/2020,7698,5934	
UNION ST,03/06/2020,7444,5828	
UNION ST,03/07/2020,7533,6582	
UNION ST,03/09/2020,6736,5164	
UNION ST,03/10/2020,6778,5166	
UNION ST,03/11/2020,6212,4898	
UNION ST,03/12/2020,5391,4346	
UNION ST,03/13/2020,4307,3693	
UNION ST,03/14/2020,2043,2157	
UNION ST,03/15/2020,1362,1447	
UNION ST,03/16/2020,2205,2043	
UNION ST,03/17/2020,1763,1695	
UNION ST,03/18/2020,1505,1554	
UNION ST,03/19/2020,1423,1521	
UNION ST,03/20/2020,1287,1438	
UNION ST,03/21/2020,648,754	
UNION ST,03/22/2020,446,542	
UNION ST,03/23/2020,773,854	
UNION ST,03/24/2020,698,777	
UNION ST,03/25/2020,705,845	
UNION ST,03/26/2020,628,794	
UNION ST,03/27/2020,649,757	
UNION ST,03/28/2020,361,487	
UNION ST,03/29/2020,316,406	
UNION ST,03/30/2020,549,644	
UNION ST,03/31/2020,506,609	
UNION ST,04/01/2020,-7205494,-21417028	
UNION ST,04/02/2020,7206476,21418257	
UNION ST,04/03/2020,472,593	
UNION ST,04/04/2020,275,473	
UNION ST,04/05/2020,231,336	
UNION ST,04/06/2020,438,607	
UNION ST,04/07/2020,389,504	
UNION ST,04/08/2020,409,536	
UNION ST,04/09/2020,395,558	
UNION ST,04/10/2020,374,536	
UNION ST,04/11/2020,290,401	
UNION ST,04/12/2020,201,355	
UNION ST,04/13/2020,371,551	
UNION ST,04/14/2020,364,525	
UNION ST,04/15/2020,398,533	
UNION ST,04/16/2020,406,521	
UNION ST,04/17/2020,374,512	
UNION ST,04/18/2020,288,402	
UNION ST,04/19/2020,234,361	
UNION ST,04/20/2020,386,586	
UNION ST,04/21/2020,440,588	
UNION ST,04/22/2020,427,623	
UNION ST,04/23/2020,439,590	
UNION ST,04/24/2020,440,634	
UNION ST,04/25/2020,320,441	
UNION ST,04/26/2020,252,408	
UNION ST,04/27/2020,476,597	
UNION ST,04/28/2020,471,690	
UNION ST,04/29/2020,473,645	
UNION ST,04/30/2020,451,673	
UNION ST,05/01/2020,475,672	
UNION ST,05/02/2020,358,488	
UNION ST,05/03/2020,267,458	
UNION ST,05/04/2020,520,680	
UNION ST,05/05/2020,475,686	
UNION ST,05/06/2020,482,732	
UNION ST,05/07/2020,519,682	
UNION ST,05/08/2020,485,683	
UNION ST,05/09/2020,350,532	
UNION ST,05/10/2020,292,418	
UNION ST,05/11/2020,507,685	
UNION ST,05/12/2020,504,705	
UNION ST,05/13/2020,526,704	
UNION ST,05/14/2020,547,700	
UNION ST,05/15/2020,562,757	
UNION ST,05/16/2020,352,536	
UNION ST,05/17/2020,322,442	
UNION ST,05/18/2020,587,675	
UNION ST,05/19/2020,536,719	
UNION ST,05/20/2020,557,756	
UNION ST,05/21/2020,574,725	
UNION ST,05/22/2020,597,745	
UNION ST,05/23/2020,422,574	
UNION ST,05/24/2020,331,505	
UNION ST,05/25/2020,386,569	
UNION ST,05/26/2020,652,787	
UNION ST,05/27/2020,687,849	
UNION ST,05/28/2020,669,847	
UNION ST,05/29/2020,698,857	
UNION ST,05/30/2020,479,661	
UNION ST,05/31/2020,418,589	
UNION ST,06/01/2020,731,911	
UNION ST,06/02/2020,768,967	
UNION ST,06/03/2020,862,996	
UNION ST,06/04/2020,792,938	
UNION ST,06/05/2020,812,971	
UNION ST,06/06/2020,587,779	
UNION ST,06/07/2020,422,630	
UNION ST,06/08/2020,860,1002	
UNION ST,06/09/2020,873,1114	
UNION ST,06/10/2020,994,1173	
UNION ST,06/11/2020,958,1117	
UNION ST,06/12/2020,1007,1224	
UNION ST,06/13/2020,614,868	
UNION ST,06/14/2020,515,637	
UNION ST,06/15/2020,957,1114	
UNION ST,06/16/2020,958,1182	
UNION ST,06/17/2020,1010,1189	
UNION ST,06/18/2020,1009,1207	
UNION ST,06/19/2020,1079,1307	
UNION ST,06/20/2020,666,888	
UNION ST,06/21/2020,522,639	
UNION ST,06/22/2020,1062,1304	
UNION ST,06/23/2020,1180,1334	
UNION ST,06/24/2020,1139,1321	
UNION ST,06/25/2020,1176,1363	
UNION ST,06/26/2020,1167,1492	
UNION ST,06/27/2020,750,992	
UNION ST,06/28/2020,641,788	
UNION ST,06/29/2020,1255,1403	
UNION ST,06/30/2020,1225,1429	
UNION ST,07/01/2020,1217,1438	
UNION ST,07/02/2020,1300,1438	
UNION ST,07/03/2020,958,1127	
UNION ST,07/04/2020,729,949	
UNION ST,07/05/2020,624,782	
UNION ST,07/06/2020,1101,1414	
UNION ST,07/07/2020,1275,1469	
UNION ST,07/08/2020,1387,1575	
UNION ST,07/09/2020,1370,1589	
UNION ST,07/10/2020,1178,1475	
UNION ST,07/11/2020,829,1135	
UNION ST,07/12/2020,774,969	
UNION ST,07/13/2020,1241,1497	
UNION ST,07/14/2020,1303,1567	
UNION ST,07/15/2020,-14779561,-4219587	
UNION ST,07/16/2020,14782331,4222731	
UNION ST,07/17/2020,1381,1631	
UNION ST,07/18/2020,1022,1259	
UNION ST,07/19/2020,797,984	
UNION ST,07/20/2020,1251,1453	
UNION ST,07/21/2020,1381,1610	
UNION ST,07/22/2020,1477,1682	
UNION ST,07/23/2020,1402,1573	
UNION ST,07/24/2020,1396,1631	
UNION ST,07/25/2020,1174,1397	
UNION ST,07/26/2020,796,1066	
UNION ST,07/27/2020,1348,1512	
UNION ST,07/28/2020,1408,1679	
UNION ST,07/29/2020,1488,1727	
UNION ST,07/30/2020,1476,1690	
UNION ST,07/31/2020,1436,1645	
UNION ST,08/01/2020,1155,1526	
UNION ST,08/02/2020,870,1017	
UNION ST,08/03/2020,1522,1614	
UNION ST,08/04/2020,1121,1287	
UNION ST,08/05/2020,1577,1740	
UNION ST,08/06/2020,1498,1858	
UNION ST,08/07/2020,11144,12980	
UNION ST,08/15/2020,1165,1481	
UNION ST,08/16/2020,798,985	
UNION ST,08/17/2020,1485,1602	
UNION ST,08/18/2020,1542,1801	
UNION ST,08/19/2020,1606,1791	
UNION ST,08/20/2020,1558,1772	
UNION ST,08/21/2020,1678,1918	
UNION ST,08/22/2020,1243,1500	
UNION ST,08/23/2020,918,1125	
UNION ST,08/24/2020,1433,1666	
UNION ST,08/25/2020,1549,1785	
UNION ST,08/26/2020,1627,1837	
UNION ST,08/27/2020,1610,1680	
UNION ST,08/28/2020,1631,1901	
UNION ST,08/29/2020,1051,1337	
UNION ST,08/30/2020,1046,1308	
UNION ST,08/31/2020,1602,1757	
UNION ST,09/01/2020,1609,1855	
UNION ST,09/02/2020,1754,1957	
UNION ST,09/03/2020,1791,1939	
UNION ST,09/04/2020,1897,2060	
UNION ST,09/05/2020,1435,1716	
UNION ST,09/06/2020,1256,1374	
UNION ST,09/07/2020,1118,1327	
UNION ST,09/08/2020,1861,2076	
UNION ST,09/09/2020,1846,2072	
UNION ST,09/10/2020,1833,2060	
UNION ST,09/11/2020,2022,2145	
UNION ST,09/12/2020,1662,1903	
UNION ST,09/13/2020,1123,1288	
UNION ST,09/14/2020,1814,1975	
UNION ST,09/15/2020,2052,2111	
UNION ST,09/16/2020,2142,2270	
UNION ST,09/17/2020,2060,2233	
UNION ST,09/18/2020,2108,2322	
UNION ST,09/19/2020,1770,2062	
UNION ST,09/20/2020,1282,1527	
UNION ST,09/21/2020,1887,1989	
UNION ST,09/22/2020,2016,2205	
UNION ST,09/23/2020,2052,2229	
UNION ST,09/24/2020,2054,2255	
UNION ST,09/25/2020,15364,15321	
UNION ST,10/03/2020,1692,2098	
UNION ST,10/04/2020,1272,1645	
UNION ST,10/05/2020,2098,2162	
UNION ST,10/06/2020,2222,2285	
UNION ST,10/07/2020,2294,2416	
UNION ST,10/08/2020,2179,2347	
UNION ST,10/09/2020,2181,2406	
UNION ST,10/10/2020,21,60	
UNION ST,10/11/2020,3,19	
UNION ST,10/12/2020,1753,2062	
UNION ST,10/13/2020,2305,2695	
UNION ST,10/14/2020,2465,2797	
UNION ST,10/15/2020,2440,2804	
UNION ST,10/16/2020,2192,2666	
UNION ST,10/17/2020,1,40	
UNION ST,10/18/2020,2,49	
UNION ST,10/19/2020,2195,2537	
UNION ST,10/20/2020,2251,2735	
UNION ST,10/21/2020,2309,2542	
UNION ST,10/22/2020,2284,2561	
UNION ST,10/23/2020,2157,2561	
UNION ST,10/24/2020,13,63	
UNION ST,10/25/2020,7,31	
UNION ST,10/26/2020,2109,2423	
UNION ST,10/27/2020,2274,2583	
UNION ST,10/28/2020,2354,2641	
UNION ST,10/29/2020,2408,2606	
UNION ST,10/30/2020,2355,2660	
UNION ST,10/31/2020,1715,2025	
UNION ST,11/01/2020,1192,1393	
UNION ST,11/02/2020,2259,2621	
UNION ST,11/03/2020,2069,2477	
UNION ST,11/04/2020,-6665640,-2272005	
UNION ST,11/05/2020,6670002,2277472	
UNION ST,11/06/2020,2284,2739	
UNION ST,11/07/2020,1657,2147	
UNION ST,11/08/2020,1172,1564	
UNION ST,11/09/2020,2074,2559	
UNION ST,11/10/2020,2205,2673	
UNION ST,11/11/2020,2005,2518	
UNION ST,11/12/2020,2212,2854	
UNION ST,11/13/2020,2220,2861	
UNION ST,11/14/2020,1558,2308	
UNION ST,11/15/2020,987,1538	
UNION ST,11/16/2020,2000,2524	
UNION ST,11/17/2020,2194,2778	
UNION ST,11/18/2020,2136,2647	
UNION ST,11/19/2020,2100,2498	
UTICA AV,01/01/2020,7079,7466	
UTICA AV,01/02/2020,14000,11723	
UTICA AV,01/03/2020,14374,11902	
UTICA AV,01/04/2020,9457,8752	
UTICA AV,01/05/2020,7794,7538	
UTICA AV,01/06/2020,15064,12588	
UTICA AV,01/07/2020,15467,12911	
UTICA AV,01/08/2020,15744,13057	
UTICA AV,01/09/2020,15880,12962	
UTICA AV,01/10/2020,16299,13044	
UTICA AV,01/11/2020,10388,9480	
UTICA AV,01/12/2020,8172,7864	
UTICA AV,01/13/2020,15683,13125	
UTICA AV,01/14/2020,15655,13004	
UTICA AV,01/15/2020,16163,13362	
UTICA AV,01/16/2020,16052,12992	
UTICA AV,01/17/2020,15724,12931	
UTICA AV,01/18/2020,8879,8146	
UTICA AV,01/19/2020,7842,7358	
UTICA AV,01/20/2020,9685,8417	
UTICA AV,01/21/2020,15279,12699	
UTICA AV,01/22/2020,15790,12928	
UTICA AV,01/23/2020,15888,12846	
UTICA AV,01/24/2020,15997,12724	
UTICA AV,01/25/2020,8930,7950	
UTICA AV,01/26/2020,7869,7603	
UTICA AV,01/27/2020,15305,12612	
UTICA AV,01/28/2020,16278,13456	
UTICA AV,01/29/2020,16355,13554	
UTICA AV,01/30/2020,16368,13070	
UTICA AV,01/31/2020,16729,12693	
UTICA AV,02/01/2020,10078,9026	
UTICA AV,02/02/2020,7924,7622	
UTICA AV,02/03/2020,15615,13090	
UTICA AV,02/04/2020,16373,13564	
UTICA AV,02/05/2020,16456,13557	
UTICA AV,02/06/2020,16202,13270	
UTICA AV,02/07/2020,16284,13104	
UTICA AV,02/08/2020,10102,7921	
UTICA AV,02/09/2020,7803,6409	
UTICA AV,02/10/2020,15447,11061	
UTICA AV,02/11/2020,16776,12697	
UTICA AV,02/12/2020,16341,11732	
UTICA AV,02/13/2020,16542,13336	
UTICA AV,02/14/2020,16641,12901	
UTICA AV,02/15/2020,9481,8788	
UTICA AV,02/16/2020,8157,7702	
UTICA AV,02/17/2020,10754,9791	
UTICA AV,02/18/2020,14554,12165	
UTICA AV,02/19/2020,14966,12541	
UTICA AV,02/20/2020,14886,11978	
UTICA AV,02/21/2020,14644,11573	
UTICA AV,02/22/2020,10065,8737	
UTICA AV,02/23/2020,8017,7680	
UTICA AV,02/24/2020,15864,13141	
UTICA AV,02/25/2020,16036,13106	
UTICA AV,02/26/2020,16247,13466	
UTICA AV,02/27/2020,16662,13340	
UTICA AV,02/28/2020,16584,13053	
UTICA AV,02/29/2020,9987,8876	
UTICA AV,03/01/2020,7839,7149	
UTICA AV,03/02/2020,16012,13236	
UTICA AV,03/03/2020,16330,13433	
UTICA AV,03/04/2020,-6410194,-6173153	
UTICA AV,03/05/2020,6443758,6200685	
UTICA AV,03/06/2020,16217,13054	
UTICA AV,03/07/2020,7657,14464	
UTICA AV,03/08/2020,-9395138,-9908995	
UTICA AV,03/09/2020,9015561,9244443	
UTICA AV,03/10/2020,415128,697882	
UTICA AV,03/11/2020,15155,12747	
UTICA AV,03/12/2020,13770,11529	
UTICA AV,03/13/2020,12021,9945	
UTICA AV,03/14/2020,6537,5404	
UTICA AV,03/15/2020,4666,3977	
UTICA AV,03/16/2020,7592,6647	
UTICA AV,03/17/2020,6764,5823	
UTICA AV,03/18/2020,6411,5690	
UTICA AV,03/19/2020,5804,5285	
UTICA AV,03/20/2020,5548,5148	
UTICA AV,03/21/2020,-5331172,-3783100	
UTICA AV,03/22/2020,5336327,3788464	
UTICA AV,03/23/2020,3236,3023	
UTICA AV,03/24/2020,3481,3478	
UTICA AV,03/25/2020,3357,3195	
UTICA AV,03/26/2020,3253,3416	
UTICA AV,03/27/2020,3300,3369	
UTICA AV,03/28/2020,1882,2063	
UTICA AV,03/29/2020,1443,1684	
UTICA AV,03/30/2020,2705,2601	
UTICA AV,03/31/2020,2560,2430	
UTICA AV,04/01/2020,2604,2555	
UTICA AV,04/02/2020,2415,2311	
UTICA AV,04/03/2020,2345,2323	
UTICA AV,04/04/2020,1518,1748	
UTICA AV,04/05/2020,-31174758,-18749167	
UTICA AV,04/06/2020,31178063,18752772	
UTICA AV,04/07/2020,2099,2239	
UTICA AV,04/08/2020,2127,2279	
UTICA AV,04/09/2020,1960,2052	
UTICA AV,04/10/2020,1901,2056	
UTICA AV,04/11/2020,1377,1695	
UTICA AV,04/12/2020,1117,1344	
UTICA AV,04/13/2020,1682,1792	
UTICA AV,04/14/2020,2017,2192	
UTICA AV,04/15/2020,1925,2078	
UTICA AV,04/16/2020,1946,2137	
UTICA AV,04/17/2020,1937,2160	
UTICA AV,04/18/2020,1298,1656	
UTICA AV,04/19/2020,1225,1456	
UTICA AV,04/20/2020,1977,2424	
UTICA AV,04/21/2020,1948,2340	
UTICA AV,04/22/2020,2166,2569	
UTICA AV,04/23/2020,2085,2450	
UTICA AV,04/24/2020,2062,2356	
UTICA AV,04/25/2020,1524,1938	
UTICA AV,04/26/2020,1186,1602	
UTICA AV,04/27/2020,2186,2499	
UTICA AV,04/28/2020,2277,2685	
UTICA AV,04/29/2020,2378,2764	
UTICA AV,04/30/2020,2250,2540	
UTICA AV,05/01/2020,2409,2734	
UTICA AV,05/02/2020,1720,2275	
UTICA AV,05/03/2020,1348,1855	
UTICA AV,05/04/2020,2323,2701	
UTICA AV,05/05/2020,2404,2706	
UTICA AV,05/06/2020,2418,2624	
UTICA AV,05/07/2020,2379,2804	
UTICA AV,05/08/2020,2472,2704	
UTICA AV,05/09/2020,1564,2074	
UTICA AV,05/10/2020,1393,1820	
UTICA AV,05/11/2020,2302,2612	
UTICA AV,05/12/2020,2473,2932	
UTICA AV,05/13/2020,2396,2776	
UTICA AV,05/14/2020,2475,2790	
UTICA AV,05/15/2020,2553,3102	
UTICA AV,05/16/2020,1673,2244	
UTICA AV,05/17/2020,-1375,1901	
UTICA AV,05/18/2020,5290,2908	
UTICA AV,05/19/2020,2692,2905	
UTICA AV,05/20/2020,2664,3067	
UTICA AV,05/21/2020,2622,3005	
UTICA AV,05/22/2020,2563,3154	
UTICA AV,05/23/2020,1549,2079	
UTICA AV,05/24/2020,1439,2098	
UTICA AV,05/25/2020,1727,2315	
UTICA AV,05/26/2020,2593,3229	
UTICA AV,05/27/2020,2721,3183	
UTICA AV,05/28/2020,2745,3102	
UTICA AV,05/29/2020,2804,3261	
UTICA AV,05/30/2020,1810,2693	
UTICA AV,05/31/2020,1499,2202	
UTICA AV,06/01/2020,2852,3407	
UTICA AV,06/02/2020,2802,3355	
UTICA AV,06/03/2020,2658,3120	
UTICA AV,06/04/2020,2888,3593	
UTICA AV,06/05/2020,2694,3308	
UTICA AV,06/06/2020,2068,2917	
UTICA AV,06/07/2020,1724,2327	
UTICA AV,06/08/2020,3153,3747	
UTICA AV,06/09/2020,3307,3675	
UTICA AV,06/10/2020,3229,3836	
UTICA AV,06/11/2020,2978,3448	
UTICA AV,06/12/2020,3230,3991	
UTICA AV,06/13/2020,2297,3088	
UTICA AV,06/14/2020,1810,2430	
UTICA AV,06/15/2020,3115,3799	
UTICA AV,06/16/2020,3420,4033	
UTICA AV,06/17/2020,3531,4061	
UTICA AV,06/18/2020,3296,3917	
UTICA AV,06/19/2020,3501,4409	
UTICA AV,06/20/2020,2457,3264	
UTICA AV,06/21/2020,1904,2647	
UTICA AV,06/22/2020,3487,4245	
UTICA AV,06/23/2020,3790,4486	
UTICA AV,06/24/2020,3825,4424	
UTICA AV,06/25/2020,3805,4423	
UTICA AV,06/26/2020,3947,4647	
UTICA AV,06/27/2020,2345,3278	
UTICA AV,06/28/2020,2282,2917	
UTICA AV,06/29/2020,3736,4390	
UTICA AV,06/30/2020,3760,4433	
UTICA AV,07/01/2020,3737,4439	
UTICA AV,07/02/2020,3987,4755	
UTICA AV,07/03/2020,3132,3883	
UTICA AV,07/04/2020,2523,3481	
UTICA AV,07/05/2020,2237,2905	
UTICA AV,07/06/2020,3673,4350	
UTICA AV,07/07/2020,3886,4527	
UTICA AV,07/08/2020,3969,4622	
UTICA AV,07/09/2020,4002,4848	
UTICA AV,07/10/2020,3392,3976	
UTICA AV,07/11/2020,2509,3362	
UTICA AV,07/12/2020,2516,3364	
UTICA AV,07/13/2020,3817,4608	
UTICA AV,07/14/2020,-59779083,-26765317	
UTICA AV,07/15/2020,59787357,26775241	
UTICA AV,07/16/2020,4210,4903	
UTICA AV,07/17/2020,3948,4721	
UTICA AV,07/18/2020,3230,4131	
UTICA AV,07/19/2020,2500,3334	
UTICA AV,07/20/2020,3837,4610	
UTICA AV,07/21/2020,4184,4895	
UTICA AV,07/22/2020,2811,4319	
UTICA AV,07/23/2020,3985,4672	
UTICA AV,07/24/2020,3850,4697	
UTICA AV,07/25/2020,3199,4118	
UTICA AV,07/26/2020,2452,3198	
UTICA AV,07/27/2020,3837,4769	
UTICA AV,07/28/2020,3983,5018	
UTICA AV,07/29/2020,4303,5089	
UTICA AV,07/30/2020,4171,5056	
UTICA AV,07/31/2020,4181,5123	
UTICA AV,08/01/2020,3175,4129	
UTICA AV,08/02/2020,2265,3087	
UTICA AV,08/03/2020,3969,4947	
UTICA AV,08/04/2020,3303,3901	
UTICA AV,08/05/2020,4306,5365	
UTICA AV,08/06/2020,4217,5026	
UTICA AV,08/07/2020,-50301499,-16739724	
UTICA AV,08/15/2020,3216,4452	
UTICA AV,08/16/2020,2141,2956	
UTICA AV,08/17/2020,4114,5082	
UTICA AV,08/18/2020,4431,5340	
UTICA AV,08/19/2020,4190,5108	
UTICA AV,08/20/2020,4472,5282	
UTICA AV,08/21/2020,4644,5442	
UTICA AV,08/22/2020,3335,4413	
UTICA AV,08/23/2020,2569,3464	
UTICA AV,08/24/2020,4071,5024	
UTICA AV,08/25/2020,4146,5077	
UTICA AV,08/26/2020,4413,5452	
UTICA AV,08/27/2020,4387,5282	
UTICA AV,08/28/2020,4426,5453	
UTICA AV,08/29/2020,2714,3739	
UTICA AV,08/30/2020,2618,3700	
UTICA AV,08/31/2020,4479,5259	
UTICA AV,09/01/2020,4762,5441	
UTICA AV,09/02/2020,4763,5462	
UTICA AV,09/03/2020,4904,5465	
UTICA AV,09/04/2020,5097,5736	
UTICA AV,09/05/2020,3838,4472	
UTICA AV,09/06/2020,3062,3670	
UTICA AV,09/07/2020,3241,3917	
UTICA AV,09/08/2020,5053,5668	
UTICA AV,09/09/2020,5186,5632	
UTICA AV,09/10/2020,4753,5162	
UTICA AV,09/11/2020,5347,6038	
UTICA AV,09/12/2020,3889,5091	
UTICA AV,09/13/2020,2984,3628	
UTICA AV,09/14/2020,5040,5539	
UTICA AV,09/15/2020,5447,5906	
UTICA AV,09/16/2020,5513,5796	
UTICA AV,09/17/2020,5583,5903	
